drug_id,smiles,score,A,B
D00781,c1(cc(c(c(c1)O)O)[N+](=O)[O-])/C=C(/C(=O)N(CC)CC)\C#N,,,
D00785,c1(C[C@H](N(CC#C)C)C)ccccc1.Cl,,,
D00786,c1c(ccc(c1)C(=O)c1cc(c(c(c1)[N+](=O)[O-])O)O)C,,,
D00805,C(P(=O)(OC)OC)(C(Cl)(Cl)Cl)O,,,
D00810,c1(c(cccc1)O)C(=O)[O-].C[N+](CCO)(C)C,,,
D00813,n12c(C(CC2)C(=O)O)ccc1C(=O)c1ccccc1.C(CO)(CO)(CO)N,,,
D00826,C1(c2ccccc2)[C@@H](C1)N.S(=O)(=O)(O)O.C1(c2ccccc2)[C@H](N)C1,,,
D00827,c1(C(=O)O[Mg]OC(=O)c2c(cccc2)O)c(cccc1)O.O.O.O.O,,,
D00829,C(CCCN)(C(=O)O)(C(F)F)N.O.Cl,,,
D00882,[N+](=O)(O)[O-].c1(cc(c(cc1)COC(Cn1cncc1)c1c(cc(cc1)Cl)Cl)Cl)Cl,,,
D00884,[C@@H]1(O[C@@H]([C@H]([C@@H]([C@@H]1O)N)O)C)O[C@@H]1C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@@H]2[C@@H](/C=C/C(=O)O[C@@H](C/C=C/C=C/C=C/C=C/1)C)O2)O)O)O)C(=O)O,,,
D00885,C(=N\OCc1c(cc(cc1)Cl)Cl)(/c1c(cc(cc1)Cl)Cl)\Cn1ccnc1.[N+](=O)([O-])O,,,
D00887,c1(c(c(n(c1c1ccc(cc1)F)CC[C@@H](O)C[C@H](CC(=O)[O-])O)C(C)C)C(=O)Nc1ccccc1)c1ccccc1.[Ca+2].c1(c(c(n(c1c1ccc(cc1)F)CC[C@@H](O)C[C@H](CC(=O)[O-])O)C(C)C)C(=O)Nc1ccccc1)c1ccccc1,,,
D00889,c1(c(c(nc(c1COC)C(C)C)C(C)C)/C=C/[C@H](C[C@H](CC(=O)[O-])O)O)c1ccc(cc1)F.[Na+],,,
D00892,[Na+].c1(ccc(cc1)c1c2c(n(c1/C=C/[C@@H](C[C@@H](CC(=O)[O-])O)O)C(C)C)cccc2)F,,,
D00893,[C@H]12[C@H]([C@H](C=CC2=C[C@H](C[C@@H]1OC(=O)[C@H](CC)C)O)C)CC[C@H](C[C@H](CC(=O)[O-])O)O.[Na+],,,
D00900,P(=O)(O)(O)O.C1[C@@H]([C@H]([C@@H](C=C1C(=O)OCC)OC(CC)CC)NC(=O)C)N,,,
D00902,C1=C(O[C@H]([C@@H]([C@H]1NC(=N)N)NC(=O)C)[C@@H]([C@@H](CO)O)O)C(=O)O,,,
D00903,[K+].c1cccc(c1Nc1c(cccc1Cl)Cl)CC(=O)[O-],,,
D00904,[Na+].c1cccc(c1Nc1c(cccc1Cl)Cl)CC(=O)[O-],,,
D00947,c1c(c(cc(c1)N1C[C@@H](OC1=O)CNC(=O)C)F)N1CCOCC1,,,
D00960,c1c(cc(cc1Cn1ncnc1)C(C#N)(C)C)C(C#N)(C)C,,,
D00963,C1=C[C@]2(C(=CC1=O)C(=C)C[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C)C,,,
D00964,C(c1ccc(cc1)C#N)(c1ccc(cc1)C#N)n1cncn1,,,
D00965,N1(c2ccc(c(c2)C(F)(F)F)[N+](=O)[O-])C(=O)C(NC1=O)(C)C,,,
D00968,[Ca+2].O.c1cccc(c1)Oc1cc(ccc1)C(C(=O)[O-])C.O.c1cccc(c1)Oc1cc(ccc1)C(C(=O)[O-])C,,,
D00969,c12c(S(=O)(=O)N(C(=C1O)C(=O)Nc1ncc(s1)C)C)cccc2,,,
D00970,c12c(cc(cc2)OC)ccc(c1)[C@@H](C(=O)[O-])C.[Na+],,,
D00994,[Cl-].c1(cccc(c1)[N+](CC)(C)C)O,,,
D00995,c1(cc(ccc1)[N+](C)(C)C)OC(=O)N(C)C.[Br-],,,
D00998,c1(cc(ccc1)[N+](C)(C)C)OC(=O)N(C)C.S(=O)(=O)(OC)[O-],,,
D01001,[Cl-].[Cl-].[N+](Cc1c(cccc1)Cl)(CCNC(=O)C(=O)NCC[N+](Cc1c(cccc1)Cl)(CC)CC)(CC)CC,,,
D01027,C12[C@]3([C@]([C@@H](C(=N3)/C(=C\3/[C@]([C@@H](C(=N3)/C=C/3\N=C(/C(=C(\N2[Co]O)/[C@@]([C@H]1CC(=O)N)(CCC(=O)NC[C@@H](OP(=O)(O[C@@H]1[C@H](O[C@@H]([C@@H]1O)n1c2c(nc1)cc(c(c2)C)C)CO)[O-])C)C)/C)[C@H](C3(C)C)CCC(=O)N)CCC(=O)N)(CC(=O)N)C)/C)CCC(=O)N)(CC(=O)N)C)C,,,
D01061,Cl.O.c1(ccc2c(c1)c(c1c(-c3n(C1)c(=O)c1c(c3)[C@](C(=O)OC1)(CC)O)n2)CC)OC(=O)N1CCC(CC1)N1CCCCC1.O.O,,,
D01064,s1c(ccc1N(Cc1cc2c(cc1)nc([nH]c2=O)C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)O,,,
D01069,C1N2N(C(=O)[C@H](CC1)N[C@H](C(=O)OCC)CCc1ccccc1)[C@@H](CCC2)C(=O)O.O,,,
D01071,C1CCC=C(C1)C1(C(=O)NC(=O)N(C1=O)C)C,,,
D01097,c1c(ccc(n1)C(=O)NCCN)Cl.Cl,,,
D01118,c1ccc2c(c1)N(c1c(S2)cccc1)CC(C)N(CC)CC.Cl,,,
D01119,s1cccc1[C@H]1SC[C@H](N[C@@H](CCc2ccccc2)C(=O)OCC)C(=O)N(C1)CC(=O)O.Cl,,,
D01122,c1c(nccc1)COC(=O)C(c1ccc(cc1)CC(C)C)C,,,
D01133,c1c(ccc2c1nc([nH]2)c1ccc(cc1)OC)C1=NNC(=O)CC1C,,,
D01136,C1C[C@H](CCC1C(=O)O)CN,,,
D01164,c1(ccc2c(c1)NC(=O)CC2)OCCCCN1CCN(CC1)c1c(c(ccc1)Cl)Cl,,,
D01180,C1(=C([C@@H]2[C@]3([C@](C1)([C@@H]1[C@@H](CC3)[C@H]3[C@](CC1)([C@H](CC3)O)C)C)O2)O)C#N,,,
D01183,c1cccc(c1C(=O)O)Nc1cccc(c1C)Cl,,,
D01196,n1c(sc(n1)S(=O)(=O)[NH-])NC(=O)C.[Na+],,,
D01198,c1c(cc2c(c1)[nH]c(=O)cc2)OCC(CNCc1ccc(c(c1)OC)OC)O,,,
D01211,[C@H](CCC(=O)[O-])(C(=O)[O-])NC(=O)c1ccc(NCC2N(c3c(NC2)[nH]c(nc3=O)N)C=O)cc1.[Ca+2],,,
D01223,[C@@H]1([C@H]([C@@H](O[C@@H]1C)n1c(=O)nc(c(c1)F)NC(=O)OCCCCC)O)O,,,
D01228,[Br-].[Br-].c1(c[n+](ccc1)C)OC(=O)N(CCCCCCN(C(=O)Oc1c[n+](ccc1)C)C)C,,,
D01240,[C@@H]1(C[C@@H]([C@@H]([C@H](O1)C)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O)O[C@@H]1[C@H](O[C@H](C[C@@H]1O)O[C@H]1[C@H](C[C@H](O[C@@H]2C[C@@H]3[C@@]([C@@H]4[C@H]([C@@]5([C@]([C@@H](C4)O)([C@H](CC5)C4=CC(=O)OC4)C)O)CC3)(CC2)C)O[C@@H]1C)O)C,,,
D01256,C12CC(CC1C1Nc3c(cc(c(c3)Cl)S(=O)(=O)N)S(=O)(=O)N1)C=C2,,,
D01264,c1cc(c2c(c1)C(=O)c1c(C2=O)c(c2c(c1O)C[C@](C[C@@H]2O[C@H]1C[C@@H]([C@@H]([C@@H](O1)C)O)N)(C(=O)C)O)O)OC.Cl,,,
D01275,c1cc(c2c(c1)C(=O)c1c(C2=O)c(c2c(c1O)C[C@](C[C@@H]2O[C@H]1C[C@@H]([C@@H]([C@@H](O1)C)O)N)(C(=O)CO)O)O)OC.Cl,,,
D01276,C(N(C[C@@H]([C@@H](NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc1ccccc1)O)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)c1ccc(cc1)c1ncccc1.S(=O)(=O)(O)O,,,
D01325,c1(C(C(=O)O)C)sc(cc1)C(=O)c1ccccc1,,,
D01332,C(=O)(/C=C/C(=O)O)O.C1(=O)c2c(C(=C3CCN(CC3)C)c3c(C1)cccc3)ccs2,,,
D01346,c1(ccc(cc1)CC(C(=O)Nc1ccc(cc1)C(=O)O)NC(=O)c1ccccc1)O,,,
D01364,n1(c(cc(cc1=O)C)C1CCCCC1)O.C(CO)N,,,
D01367,C1=C[C@]2(C(=CC1=O)[C@H](C[C@@H]1[C@@]2([C@H](C[C@]2([C@H]1CC[C@@]2(C(=O)C)O)C)O)F)C)C,,,
D01370,[C@@H]1(C[C@@H](O[C@@H]1CO)n1c2nc(nc(c2nc1)N)Cl)O,,,
D01397,c1(ncccc1)NC(=O)C1=C(c2c(S(=O)(=O)N1C)cccc2)OC(OC(=O)OCC)C,,,
D01425,c1cccc(c1)C[C@@H](C[C@@H]([C@@H](NC(=O)COc1c(cccc1C)C)Cc1ccccc1)O)NC(=O)[C@@H](N1CCCNC1=O)C(C)C,,,
D01432,S(=O)(=O)(C)O.O.c1(c(cc2c3c1CC[C@@H](c3c1c(-c3n(C1)c(=O)c1c(c3)[C@](C(=O)OC1)(CC)O)n2)N)F)C.O,,,
D01441,c1c(ccc(c1)C(=O)Nc1cc(c(cc1)C)Nc1nc(ccn1)c1cnccc1)CN1CCN(CC1)C.S(=O)(=O)(C)O,,,
D01475,c1c(cccc1)c1c(cc(cc1)C(C(=O)OC(OC(=O)C)C)C)F,,,
D01513,c1(ccc(cc1)C(C)C(=O)O)NCC(=C)C,,,
D01547,C1(=O)c2c(Sc3c(C1)cc(cc3)C(C(=O)O)C)cccc2,,,
D01549,Cl.c1cccc(c1)CC[C@H](N[C@H](C(=O)N1C(=O)N(C[C@H]1C(=O)O)C)C)C(=O)OCC,,,
D01565,c1(c(C)n(c2c1cc(cc2)OC)C(=O)c1ccc(cc1)Cl)CC(=O)OC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C,,,
D01578,c1ccc2c(n1)Oc1c(C2)cc(cc1)C(C)C(=O)O,,,
D01582,c1(c(C)n(c2c1cc(cc2)OC)C(=O)c1ccc(cc1)Cl)CC(=O)OCC(=O)O,,,
D01665,[C@@H]1([C@@H]([C@H]([C@H](C[C@@]1(CO)O)NC(CO)CO)O)O)O,,,
D01667,Cl.N(CC(=O)O)(C(=O)[C@@H](N[C@H](C(=O)OCC)CCc1ccccc1)C)C1Cc2c(cccc2)C1,,,
D01688,c1cccc(c1)/C=C(/C=C\1/C(=O)N(C(=S)S1)CC(=O)O)\C,,,
D01690,c12c(NC(=O)CC1)ccc(N1CCN(CC1)C(=O)c1cc(c(cc1)OC)OC)c2,,,
D01704,[C@@]1(CC[C@@H](CC1)C(=O)O)(c1cc(c(cc1)OC)OC1CCCC1)C#N,,,
D01709,[Na+].O.c1(ccc(cc1)C(C(=O)[O-])C)CC1CCCC1=O.O,,,
D01712,CC(=O)[O-].c12c(n(c(=O)n(c1=O)C)C)nc[nH]2.[Na+],,,
D01715,C1(=O)C(SC(=O)N1)c1cc(c(OCCCCC)cc1)OCC,,,
D01718,o1c(c(c(n1)c1ccc(cc1)OC)c1ccc(cc1)OC)CC(=O)O,,,
D01747,Cl.c1ccc2c(c1)C(=O)c1c(C2=O)c(c2c(c1O)C[C@](C[C@@H]2O[C@H]1C[C@@H]([C@@H]([C@@H](O1)C)O)N)(C(=O)C)O)O,,,
D01765,c1(c(C)n(c2c1cc(cc2)OC)C(=O)c1ccc(cc1)Cl)CC(=O)OCCN1CCN(CC1)CCCOC(=O)CCC(C(=O)N(CCC)CCC)NC(=O)c1ccccc1.C(=O)(/C=C\C(=O)O)O.C(=O)(/C=C\C(=O)O)O,,,
D01767,S1(=O)(=O)N(C(=C(c2c1ccs2)O)C(=O)Nc1ncccc1)C,,,
D01811,c1cccc(c1C(=O)N)O,,,
D01825,C1=C[C@]2(C(=CC1=O)[C@H](C[C@@H]1[C@@]2([C@H](C[C@]2([C@H]1C[C@@H]1[C@@]2(C(=O)CO)OC(O1)(C)C)C)O)F)F)C,,,
D01828,c1(c(cc2c(n1)oc1c(c2=O)cc(cc1)C(C)C)C(=O)O)N,,,
D01840,Cl.C1CCNCCN1S(=O)(=O)c1cccc2c1ccnc2,,,
D01842,c1(ccc2c(c1)[C@]1(C[C@H](O2)C(=O)N)NC(=O)NC1=O)F,,,
D01844,[C@@H]1([C@@H]([C@H]([C@H](O[C@@H]1COS(=O)(=O)[O-])O[C@H]1[C@H](O)[C@H]([C@@H](O[C@@H]1C(=O)[O-])O[C@H]1[C@H](OS(=O)(=O)[O-])[C@H]([C@H](O[C@@H]1COS(=O)(=O)[O-])O[C@H]1[C@H](O)[C@H]([C@@H](O[C@H]1C(=O)[O-])O[C@H]1[C@H](O)[C@H]([C@H](O[C@@H]1COS(=O)(=O)[O-])OC)NS(=O)(=O)[O-])OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)NS(=O)(=O)[O-])O)O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],,,
D01862,[Ca+2].c1ccc2c(c1)c(c(c(n2)C1CC1)/C=C/[C@H](C[C@H](CC(=O)[O-])O)O)c1ccc(cc1)F.c1ccc2c(c1)c(c(c(n2)C1CC1)/C=C/[C@H](C[C@H](CC(=O)[O-])O)O)c1ccc(cc1)F,,,
D01866,C1(=C(N(S(=O)(=O)c2c1sc(c2)Cl)C)C(=O)Nc1ccccn1)O,,,
D01885,[C@H]1(OCCCC1)O[C@H]1[C@H](C[C@H](O[C@@H]2c3c(c4C(=O)c5c(cccc5C(=O)c4c(c3C[C@](C2)(C(=O)CO)O)O)OC)O)O[C@H]1C)N,,,
D01888,c12c(ccc(c1)CCC(NN)C)OCO2.Cl,,,
D01900,C1[C@H](N(CC1)C(=O)[C@@H](CSC(=O)C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,,,
D01907,[C@@H]1([C@@H]([C@@H](O[C@@H]1COP(=O)(O)O)n1c2nc(nc(c2nc1)N)F)O)O,,,
D01911,[C@@H]1(CCC(=O)[C@@H](O1)C)O[C@@H]1[C@@H](O[C@H](C[C@@H]1O)O[C@H]1[C@H](C[C@H](O[C@@H]2c3c(cc4C(=O)c5cccc(c5C(=O)c4c3O)O)[C@H]([C@@](O)(CC)C2)C(=O)OC)O[C@H]1C)N(C)C)C.Cl,,,
D01915,c1(nc(nc(c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C(C)C)N(S(=O)(=O)C)C)c1ccc(cc1)F.[Ca+2].c1(nc(nc(c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C(C)C)N(S(=O)(=O)C)C)c1ccc(cc1)F,,,
D01918,[Na+].c1(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)[O-])ccc(cc1)OC(=O)C(C)(C)C.O.O.O.O,,,
D01966,[C@@H]1(C(=O)N([C@@H]1c1ccc(cc1)O)c1ccc(cc1)F)CC[C@@H](c1ccc(cc1)F)O,,,
D01968,O.C(P(=O)(O)O)(P(=O)(O)O)(Cn1cncc1)O,,,
D01973,Br.[C@H]1(N(C)CCC1)Cc1c2cc(ccc2[nH]c1)CCS(=O)(=O)c1ccccc1,,,
D01974,c1(C)oc(c(n1)C1CCCCC1)c1cc(c(cc1)S(=O)(=O)N)F,,,
D01977,c1nc(c2c(n1)cc(c(c2)OCCCN1CCOCC1)OC)Nc1cc(c(cc1)F)Cl,,,
D01981,[C@H]1(CCN1C(=O)[C@H](NCC(=O)OCC)C1CCCCC1)C(=O)NCc1ccc(cc1)C(=N)NO,,,
D01984,c1c(cc2c(c1)[n-]c(n2)[S@@](=O)Cc1c(c(c(cn1)C)OC)C)OC.[Mg+2].O.c1cc2c(cc1OC)nc([S@@](=O)Cc1c(c(c(cn1)C)OC)C)[n-]2.O.O,,,
D02008,N1(CC(=O)N2[C@@H](C1=O)Cc1c([C@H]2c2ccc3c(c2)OCO3)[nH]c2c1cccc2)C,,,
D02017,c12c(n(c(=O)n(c1=O)C)C)nc[n-]2.C[N+](CCO)(C)C,,,
D02042,c1(c(=O)[nH]c(c(c1)c1cn2c(cc1)ncc2)C)C#N.Cl.O,,,
D02068,c12c(c(c3c(n1)CCCC3)N)cccc2.Cl,,,
D02110,c1(c(C)n(c2c1cc(cc2)OC)C(=O)c1ccc(cc1)Cl)CC(=O)[O-].[Na+].O.O.O,,,
D02115,c1(nc(c2c(n1)ncc(n2)CN(c1ccc(cc1)C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)C)N)N.[Na+],,,
D02166,c1cc(c2c(c1O)C(=O)c1c(C2=O)c(ccc1NCCNCCO)NCCNCCO)O.Cl.Cl,,,
D02168,c1(=O)n2c(-c3c(C2)cc2c(n3)ccc(c2CN(C)C)O)cc2c1COC(=O)[C@@]2(CC)O.Cl,,,
D02173,Br.c12CN(CC[C@]34c1c(c(cc2)OC)O[C@H]3C[C@H](C=C4)O)C,,,
D02176,C([N+](C)(C)C)[C@@H](CC(=O)[O-])O,,,
D02193,O(P(=O)(SCC[N+](C)(C)C)OCC)CC.[I-],,,
D02194,C1(C)(C)[C@H](C1)C(=O)N/C(=C\CCCCSC[C@@H](C(=O)O)N)/C(=O)[O-].[Na+],,,
D02214,c1cc(c2c(c1)C(=O)c1c(C2=O)c(c2c(c1O)C[C@](C[C@@H]2O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)O)N)(C(=O)CO)O)O)OC.Cl,,,
D02229,c1(c2nc3c(c(=O)[nH]2)n(nc3CCC)C)c(ccc(c1)S(=O)(=O)N1CCN(CC1)C)OCC.C(CC(=O)O)(CC(=O)O)(C(=O)O)O,,,
D02258,c1(c(c(n(c1c1ccc(cc1)F)CC[C@@H](O)C[C@H](CC(=O)[O-])O)C(C)C)C(=O)Nc1ccccc1)c1ccccc1.[Ca+2].O.c1(c(c(n(c1c1ccc(cc1)F)CC[C@@H](O)C[C@H](CC(=O)[O-])O)C(C)C)C(=O)Nc1ccccc1)c1ccccc1.O.O,,,
D02267,O.[Na+].[Na+].[Na+].P(=O)(C(=O)[O-])([O-])[O-].O.O.O.O.O,,,
D02289,C1C(=O)C=C2[C@](C1)([C@@H]1[C@@H](C[C@@H]2C)[C@H]2[C@](C[C@@H]1O)([C@H](CC2)C(=O)C)C)C,,,
D02290,O.c1c(cccc1)c1c(cc(cc1)C(C(=O)[O-])C)F.[Na+].O,,,
D02304,[C@H](CCCCN)(C(=O)O)N,,,
D02308,C(=O)(/C=C/C(=O)O)O,,,
D02315,C(C/C=C\CCCCCCCC)CCCCCC(=O)O,,,
D02321,c1ccc2c(c1)c(c1c(n2)cccc1)Nc1ccc(cc1OC)NS(=O)(=O)C,,,
D02323,c12c(c(c(cc2)OC)C(F)(F)F)cccc1C(=S)N(CC(=O)O)C,,,
D02328,c12c(c(=O)n(nc1CC(=O)O)Cc1nc3c(s1)ccc(c3)C(F)(F)F)cccc2,,,
D02333,c12c(ccc(c1C)O[C@@H]1OC([C@@H]([C@H]([C@H]1O)OC(=O)c1ccc([nH]1)C)OC)(C)C)c(c(c(=O)o2)NC(=O)c1c(c(c[nH]1)C(=O)Nc1c(c2c(oc1=O)c(c(cc2)O[C@H]1[C@@H]([C@@H]([C@H](C(O1)(C)C)OC)OC(=O)c1ccc([nH]1)C)O)C)O)C)O,,,
D02335,c12c(C(=O)C=C(C1=O)C)cccc2,,,
D02341,c1(Nc2c(cccc2)C(=O)O)c(c(ccc1Cl)C)Cl,,,
D02342,c1(ccc(cc1)COCCOC(C)C)OCC(CNC(C)C)O,,,
D02350,c1cccc(c1)Oc1cc(ccc1)C(C(=O)O)C,,,
D02355,c1(C(=O)c2ccc(cc2)C)n(c(cc1)CC(=O)O)C,,,
D02356,C(c1cc(c(cc1)OC)OC)(CCCN(CCc1cc(c(cc1)OC)OC)C)(C(C)C)C#N,,,
D02368,[C@H]1(n2c(=O)nc(cc2)N)C([C@@H]([C@H](O1)CO)O)(F)F,,,
D02375,c1ccc2c(c1)c(ccc2)CN(C/C=C/C#CC(C)(C)C)C,,,
D02418,[C@@]12(c3c(N([C@H]1N(CC2)C)C)ccc(c3)OC(=O)NC)C.c1(c(cccc1)O)C(=O)O,,,
D02441,c12c(ccc(c1)OCC)nc(s2)S(=O)(=O)N,,,
D02451,c1(ccc(cc1)C#N)C1n2c(CCC1)cnc2.Cl,,,
D02487,Cl.c1c(ccc(c1)NC(=N)NC(=N)NC(C)C)Cl,,,
D02556,c1([C@@H]([C@@](c2c(cc(cc2)F)F)(Cn2ncnc2)O)C)scc(n1)c1ccc(cc1)C#N,,,
D02558,c1(cc(ccc1)[C@@H](N(C)C)C)OC(=O)N(C)CC.OC(=O)[C@@H]([C@H](C(=O)O)O)O,,,
D02559,c1cc(cc(c1)N1CC(OC1=O)CO)C,,,
D02560,c12c(c(cc(c1)OC)Br)oc(c2)C1CCNCC1,,,
D02561,c1c(ccc(c1)C(=O)NCCN1CCOCC1)Cl,,,
D02562,c12c(cccc1)CC[C@H]2NCC#C.O=S(=O)(C)O,,,
D02563,c1c(ccc(c1)N1C[C@@H](OC1=O)COC)OCC[C@H](C(F)(F)F)O,,,
D02564,c1(CN(CC#C)C)ccccc1.Cl,,,
D02566,C1CC2c3c(C1(c1c2cccc1)CCCNC)cccc3,,,
D02579,c1(C(=O)NNC(C)C)ccncc1,,,
D02580,c1ccc(cc1)CNNC(=O)c1noc(c1)C,,,
D02581,c1(cccc(c1)COc1ccc(cc1)N1C(=O)OC(C1)COC)C#N,,,
D02655,c1c(c(c2c(n1)n(nc2)CC)NN=C(C)C)C(=O)OCC.Cl,,,
D02671,c12N(c3c(Sc1cccc2)ccc(c3)S(=O)C)CCC1CCCCN1C,,,
